objectid,year,district,dc_number,date_,primary_st,secondary_,age,sex,crash_type,hit_____ru,veh1,veh2,arrest_yes,investigat,dc_key,point_x,point_y,time_of_day__24hrs_,lat,lng
48001,2019,05,023150,2019-12-27 05:00:00+00,Henry Ave,Dupont St.,55,M,"Unit #2 stopped at light, struck from behind by unit #1. Unit #2 then caught fire with operator trapped. Operator of unit #2 pronounced deat at scene.",No,Auto,Auto,No,Pending,201905023150,-75.21040093,40.03751910,,40.037519100214396,-75.21040092649876
48002,2019,08,043916,2019-12-29 05:00:00+00,Roosevelt Blvd.,Grant Ave,23,F,"Unit #2 N/B, was struck from behind by unit #1 at high speed. Unit #2 then redirected, struck tree and caught fire with operator trapped. Operator of unit #2 pronounced dead at scene.",No,Auto,Auto,Yes,"Arrest Warrant issued for the operator of Unit #1 for Murder, Homicide by vehicle, homicide by vehicle while DUI, Involuntary manslaughter, REAP, DUI",201908043916,-75.02895456,40.08097741,,40.080977409588286,-75.02895455537266
48003,2019,16,062356,2019-12-29 05:00:00+00,Girard Ave.,4100 Block W.,40,M,"Pedestrian was crossing mid block when struck by passing vehicle that fled scene, then struck by second vehicle that remained at location.  Ped pronounced dead at scene.",Yes,Auto,Pedestrian,Pending,Pending,201916062356,-75.20784260,39.97364318,,39.973643179158614,-75.20784260399148
48004,2020,18,000886,2020-01-03 05:00:00+00,Walnut St.,4100 Block,47,M,Pedestrian was attempting to cross Walnut St mid-block when struck by passing unit #1. Pedestrian died from injuries 10 days later.,No,Auto,Pedestrian,No,No Charges anticipated,202018000886,-75.20565623,39.95453060,,39.954530594766936,-75.20565622811085
48005,2020,15,001998,2020-01-06 05:00:00+00,State Rd.,7700 Block,30,M,"Unit #2, (auto), made left into path of oncoming M/C. M/C travelling at high speed. M/C operator pronounced dead at scene.",No,M/C,Auto,,,202015001998,-75.02542186,40.02924916,,40.02924916377711,-75.02542186434073
48006,2020,39,001627,2020-01-06 05:00:00+00,Broad St.,2900 Block,36,M,"Pedestrian appeared intoxicated, fell into the lane of travel and was struck by passing veh. Vehicle fled scene. Pedestrian pronounced dead at hospital.",Yes,Auto,Pedestrian,Pending,Pending,202039001627,-75.15422923,39.99675041,,39.996750413265374,-75.15422922976921
48007,2020,39,002383,2020-01-09 05:00:00+00,Hunting Park Ave.,19th St.,36,M,Pedestrian and female companion attempted to cross Hunting Park Ave at 19th St. against the red signal entering the travel lane when both were struck by E/B vehicle that had green light.  Male pronounced dead at Hospital.,No,Auto,Pedestrian,No,No Charges,202039002383,-75.15869430,40.01368428,,40.01368428133703,-75.15869429656155
48008,2020,24,002635,2020-01-11 05:00:00+00,Delaware Ave.,3300 Block North,39,M,"Unit #1 being operated by the deceased, travelling N/B on Delaware swerving prior to crossing into S/B lane and striking T/T head on. Oper. Of unit #1 pronounced dead at Temple Hospital.",No,Auto,Tractor-Trailer,No,No Charges,202024002635,-75.09767258,39.97869337,,39.97869336818142,-75.09767258093738
48009,2020,39,002745,2020-01-12 05:00:00+00,Broad St.,Lehigh Ave,29,F,Unit #1 travelling at high speed struck the pedestrian that was crossing in the crosswalk against steady red signal. Pedestrian pronounced dead at Hospital.,Yes,Auto,Pedestrian,Pending,Pending,202039002745,-75.16115039,40.02178689,,40.02178688684269,-75.16115039063325
48010,2020,16,002788,2020-01-19 05:00:00+00,Girard Ave.,5300 Block,61,M,Pedestrian was attempting to cross Girard Ave. mid-block when struck by passing unit #1.  vehicle fled scene after impact. Pedestrian died at Hospital on 02/22/20.,Yes,Auto,Pedestrian,No,Pending ID of Operator,202016002788,-75.22538660,39.97154041,,39.97154040980076,-75.22538660423245
48011,2020,35,007381,2020-01-25 05:00:00+00,Broad St.,5900 Block,39,M,Unit #1 travelling N/B Broad St. struck the pedestrian who attempted to cross mid-block and entered the travel lane when struck. Unit #1 immediately fled the scene. Pedestrian pronounced dead at the scene.,Yes,Auto,Pedestrian,Yes,"HBV, Inv. Mans. REAP, LTS",202035007381,-75.14354528,40.04370845,,40.043708449063175,-75.14354527789706
48012,2020,39,006421,2020-01-26 05:00:00+00,Kelly Drive,2700 Block,34,F,"Single vehicle crash, Unit #1 driving too fast on Kelly Drive, lost control, crossed into other lane, mounted curb, and strick wall. Passenger pronounced dead at Hospital",No,Auto,Fixed Object,Pending,Pending,202039006421,-75.20684643,40.01493629,,40.014936285076104,-75.20684643063063
48013,2020,12,010305,2020-02-05 05:00:00+00,Island Ave.,3000 Block,68,M,Pedestrian was standing on tracks when struck by Trolley Car. Pedestrian was pronounced dead at the scene by Medics.,No,Trolley Car,Pedestrian,No,No Charges expected.,202012010305,-75.23954512,39.90004152,,39.90004151774307,-75.23954511845696
48014,2020,08,004466,2020-02-10 05:00:00+00,Roosevelt Blvd.,9400 Block,37,M,"Unit #1 was travelling N/B when the pedestrian attempted to run across mid-block and into the path of Unit #1, Pedestrian pronounced dead at Hospital on 02/26/20.",No,Auto,Pedestrian,No,No Charges expected.,202008004466,-74.99801005,40.08067171,,40.08067170914293,-74.99801005320593
48015,2020,35,013871,2020-02-14 05:00:00+00,Broad St.,Ruscomb St.,54,M,"Unit #1, S/B on Broad St. passed the intersection of Ruscomb with green signal when pedestrian stepped onto lane when struck. Ped pronounced dead at Hosp. a short time later.",No,Auto,Pedestrian,No,Pending,202035013871,-75.14691529,40.02915325,,40.02915324931853,-75.14691529385172
48016,2020,39,011433,2020-02-14 05:00:00+00,Lehigh Ave.,Hemberger St.,53,M,Unit #2 pulled out of a parking space when it was struck by unit #1. Unit #1 then reversed striking a tree. Operator of unti #1 died fron injuries 9 days later at Hospital. Unit #2 fled scene.,Yes,Auto,Tree,No,Pending,202039011433,-75.16861644,39.99581972,,39.995819714589196,-75.16861644257398
48017,2020,19,014053,2020-02-19 05:00:00+00,Diamond st.,54th St.,47,M,"Unit #1, (M/C) travelling at a high rate of speed struck unit #2, coming from opposite direction, and made left into path of M/C. Operator of M/C was rpronounced dead from injuries upon arrival at Presby.",No,M/C,Auto,Pending,Pending,202019014053,-75.23285411,39.98807882,,39.98807881912976,-75.23285410717097
48018,2020,09,007644,2020-02-22 05:00:00+00,Kelly Drive,Fairmount Ave.,28,M,Unit #1 travelling n/b kelly crossed over into s/b lane striking unit #2 head on. Operator of unit #1 pronounced deadat scene by medics.,No,Auto,Auto,No,Deceased crossed into oncoming traffic,202009007644,-75.18112355,39.96747167,,39.967471667428015,-75.18112355351066
48019,2020,35,016886,2020-02-23 05:00:00+00,Crescentville Ave.,6300 Block,50,M,Pedestrian was attempting to cross Crescentville Ave. mid-block when struck by passing unit #1. Pedestrian pronounced dead at Hospital on 02/25/20 from injuries received.,No,Auto,Pedestrian,No,Pending,202035016886,-75.11296108,40.04493530,,40.044935295893886,-75.11296108524594
48020,2020,26,008030,2020-02-24 05:00:00+00,8th St.,Cecil B. Moore Ave.,27,M,Pedestrian was crossing 8th St. in the crosswalk when struck by unit #1 travelling at a high rate of speed in the wrong direction. Unit #1 did not stop and fled scene. Pedestrian pronounced dead at scene..,Yes,Auto,Pedestrian,No,Pending identification,202026008030,-75.14845829,39.97750334,,39.97750334337979,-75.1484582927221
48021,2020,01,007418,2020-02-25 05:00:00+00,Wolf St.,Rosewood St.,76,F,Pedestrian attempted to cross Wolf St. mid-block from between two parked vehicles whe struck by ubit #1 that just turned onto Wolf St. from Rosewood. Pedestrian died from injuries on 03/02/2020.,No,Auto,Pedestrian,No,Accidental,202001007418,-75.17094688,39.92199172,,39.921991718041724,-75.17094688424393
48022,2020,12,016331,2020-02-25 05:00:00+00,Passyunk Ave.,6000 Block,46,F,"Single vehicle crash, Veh. Lost control on metal grates of Passy. Bridge, flipped ejecting passenger. Passenger pronounced dead at the scene.",No,Auto,Fixed Object,No,No Charges expected.,202012016331,-75.20866931,39.91830178,,39.91830177601422,-75.20866930774598
48023,2020,02,010949,2020-02-27 05:00:00+00,Castor Ave.,6300 Block,83,F,Pedestrian was attempting to cross Castor Ave. mid-block when struck by passing unit #1. Pedestrian pronounced dead at Hospital a short time later.,No,Auto,Pedestrian,No,No Charges expected,202002010949,-75.07842917,40.03842765,,40.03842764944492,-75.07842916599179
48024,2020,15,020015,2020-03-03 05:00:00+00,Roosevelt Blvd.,4700 Block,39,F,"Unit #1 left roadway, struck pole then tree causing ejection. Operator had history of heart related problems. Operator pronounced dead at the scene.",No,Auto,Fixed Object,No,No Charges,202015020015,-75.09755913,40.02635114,,40.02635114438954,-75.09755912616585
48025,2020,26,009096,2020-03-03 05:00:00+00,Delaware Ave.,Frankford Ave.,53,M,Pedestrian was still in a crosswalk when light for bus turned green. Bus proceeded striking ped. Pedestrian pronounced dead at hospital a short time later.,No,Bus,Pedestrian,No,No Charges. Accidental,202026009096,-75.13434651,39.96449071,,39.96449070918043,-75.13434650923048
48026,2020,16,010353,2020-03-06 05:00:00+00,34th St.,700 Block N. Zoological St.,26,F,"Unit #1 travelling at high speed, hit potholes, lost control, left roadway, struck tree causing fatal injuries to passenger.",No,Auto,Tree,Pending,Pending,202016010353,-75.19490042,39.97517119,,39.97517119112036,-75.19490042290253
48027,2020,15,022362,2020-03-09 04:00:00+00,Roosevelt Blvd.,Bustleton Ave.,50,M,Unit #1 N/B struck pedestrian trying to cross intersection of Bustleton Ave. against red signal per operator. Pedestrian pronounced dead at hospital.,No,Auto,Pedestrian,No,Pending,202015022362,-75.07122844,40.03458003,,40.03458002495862,-75.07122843644211
48028,2020,03,015112,2020-03-09 04:00:00+00,Broad St.,Pattison Ave.,53,M,Pedestrian attempting to cross Broad St. against red signal when struck by unit #1.  Ped pronounced dead at hospital on 03/13/2020.,No,Auto,Pedestrian,No,"No charges, Accidental",202003015112,-75.17414358,39.90544274,,39.90544274281614,-75.17414357899013
48029,2020,02,014610,2020-03-17 04:00:00+00,Levick St.,Oxford Ave.,63,M,Unit #1 struck pedestrian trying to cross intersection of Levick St. against red signal per operator. Pedestrian pronounced dead at hospital.,No,Auto,Pedestrian,No,Pending,202002014610,-75.08831564,40.04552321,,40.045523212389554,-75.0883156393304
48071,2020,15,058183,2020-07-19 04:00:00+00,Roosevelt Blvd.,5900 Block,43,M,"Single vehicle crash. high speed, lost control, left roadway, and struck tree. Operator pronounced dead at scene by medics.",No,Auto,Fixed Object,No,Deceased causation.,202015058183,-75.07993563,40.03254559,,40.032545589637195,-75.0799356291981
48030,2020,39,020158,2020-03-18 04:00:00+00,Hunting Park Ave.,2300 Block,63,M,Unit #1 travelling at high speed struck the pedestrian that was crossing Hunting Park Ave. not at an intersection. Vehicle fled scene post crash. Pedestrian pronounced dead at Hospital.,Yes,Auto,Pedestrian,Pending,Pending identification of operator,202039020158,-75.16256594,40.00451899,,40.004518989286396,-75.1625659443695
48031,2020,15,026096,2020-03-22 04:00:00+00,Roosevelt Blvd.,4000 Block E.,43,M,Single vehicle crash. Unit #1  on Roosevelt Blvd. left roadway and struck tree.  Operator pronounced dead at scene by Medics.,No,Auto,Fixed Object,No,No charges,202015026096,-75.10955709,40.02768468,,40.02768467881609,-75.10955708857377
48032,2020,03,017733,2020-03-22 04:00:00+00,Oregon Ave.,300 Block W.,76,M,"Single vehicle crash. Unit #1 W/B on Oregon Ave. crossed into E/B side, mounted curb and struck parked vehicle in parking lot. Pronounced dead at scene by Medics. Medical episode.",No,Auto,Fixed Object,No,No charges,202003017733,-75.15287801,39.91433481,,39.914334809193036,-75.15287800933947
48033,2020,24,022976,2020-03-24 04:00:00+00,Knensington Ave.,Castor Ave,27,M,"Unit #1 N/B on Kensington Ave disregarded red signal at Castor Ave and struck Unit #2, then A El pillar.  Operator pronounced dead at the scene by medics.",No,Auto,Auto,No,Pending,202024022976,-75.09936517,40.00421242,,40.00421241761301,-75.09936517513341
48034,2020,12,025705,2020-03-26 04:00:00+00,Penrose Ferry Rd.,Bartram Ave.,21,M,"Single vehicle Crash, Motorcycle entering I-95 on-ramp too fast, struck guardrail. Operator pronounced dead from injuries at Presby on 03-30-2020.",No,M/C,Fixed Object,No,No Charges,202012025705,-75.22257628,39.89251107,,39.892511065388476,-75.22257627545632
48035,2020,06,017585,2020-04-13 04:00:00+00,Callowhill St.,700 Block,31,M,"Pedestrian attempting to cross Callowhill St. mid-block when struck by passing unit #1.  Veh. stopped, operator exited vehicle, then returned to vehicle and fled scene. Ped pronounced dead at hospital upon arrival.",No,Auto,Pedestrian,Pending,Pending ID of operator.,202006017585,-75.15050655,39.95811942,,39.958119424047844,-75.15050655546074
48036,2020,15,031983,2020-04-17 04:00:00+00,Cottman Ave.,3500 Block,72,M,"Unit #1 E/B on Cottman Ave. for unk reason, crossed into W/B lanes, mounted curb and struck building. Oper. Pronounced dead at scene by medics. Medical?",No,Auto,Fixed Object,No,No Charges,202015031983,-75.04131689,40.03699330,,40.03699329657145,-75.04131688833024
48037,2020,39,026789,2020-04-19 04:00:00+00,Hunting Park Ave.,2000 Block,30,M,Pedestrian was attempting to cross Hunting Park Ave mid-block when he entered the striking vehicle lane and was struck. Ped was subsequently struck 2 more times by passing vehicles that did not stop. Ped pronounced dead at scene.,Yes,Auto,Pedestrian,No,Pending,202039026789,-75.15181344,40.01680691,,40.01680690879739,-75.15181343543044
48038,2020,22,031602,2020-05-04 04:00:00+00,Broad St.,2200 Block N.,31,M,"Unit #2, (auto) make illegal u-turn into path of oncoming motorcycle causing M/C to strike auto. M/C operator pronounced dead at scene.",No,M/C,Auto,No,Pending,202022031602,-75.15593767,39.98788663,,39.98788662758323,-75.15593766825914
48039,2020,08,013111,2020-05-05 04:00:00+00,Knights Rd.,11000 Block,57,M,Unit #1 operating at high speed N/B on Knights Rd. struck pedestrian who was crossing Knights Rd. at Dorchester Rd. Pedestrian pronounced dead at scene.,No,Auto,Pedestrian,Pending,Pending,202008013111,-74.97865776,40.07683370,,40.076833702018334,-74.9786577605938
48040,2020,25,029153,2020-05-05 04:00:00+00,Front St.,Hunting Park Ave.,32,F,"Unit #1 operator at high speed, disregarded red signal, was struck, then struck parked vehicle. Passenger pronounced dead at scene.",No,Auto,Auto,Pending,Pending,202025029153,-75.12599001,40.01387207,,40.013872073882844,-75.12599000883533
48041,2020,15,038612,2020-05-13 04:00:00+00,Whitaker Ave.,4900 bBlock,30,M,"Unit #1 at high speed, struck unit #2 diverting unit #2 it into a parked vehicle. Operator of unit #2 pronounced dead at scene. Passenger of unit #2 lost leg and fetus.",No,Auto,Auto,Yes,"Operator of unit #1 charged with murder, dui, HBV, HBV while DUI, Inv. Mans., REAP PIC",202015038612,-75.11045953,40.02400038,,40.02400037736742,-75.11045952600621
48042,2020,24,036207,2020-05-17 04:00:00+00,Erie Ave,"""I"" St.",32,M,Motorcyclist found on Erie Ave involved in collision with another vehicle that fled scene. Unknown how collision occurred. Operator transported to Temple Hospital by medics where he was pronounced dead on 05/23/2020,Yes,M/C,,Pending,Pending,202024036207,-75.10937405,40.00540142,,40.0054014233228,-75.10937405267639
48043,2020,15,042959,2020-05-28 04:00:00+00,Frankford Ave.,6200 Block,3,F,"Unit #1 at high speed hit multiple vehicles, then struck vehicle 5 head on. 3 yr old passenger pronounced dead from crash at hospital.",Yes,Auto,Auto,Yes,"Operator of unit #1 charged with murder, dui, HBV, HBV while DUI, Inv. Mans., REAP PIC, and multiple counts of assault.",202015042959,-75.06066642,40.02784510,,40.027845101412424,-75.06066642388593
48044,2020,22,038570,2020-05-31 04:00:00+00,Broad St.,Cumberland St,46,M,Unit #1 travelling S/b on Broad attempted left turn into the path of oncoming N/B motorcyclist causing collision. Operator of M/C pronounced dead at scene by Medics.,No,M/C,Auto,No,TVR expected,202022038570,-75.15527283,39.99086238,,39.990862375308744,-75.15527283545349
48045,2020,07,012209,2020-06-01 04:00:00+00,Grant Ave.,1600 Block,19,M,"Unit #1 travelling at high speed, lost control, crossed into oncoming lanes and struck unit #2, rotated and fllipped causing fatal injuries to 2 passengers. 5 occupants taken to multiple hospitals by medics. @ pronounced dead days later.",No,Auto,Auto,Pending,Pending,202007012209,-75.04102151,40.08714544,,40.08714544428959,-75.04102151254729
48046,2020,07,012209,2020-06-01 04:00:00+00,Grant Ave.,1600 Block,19,M,"Unit #1 travelling at high speed, lost control, crossed into oncoming lanes and struck unit #2, rotated and fllipped causing fatal injuries to 2 passengers. 5 occupants taken to multiple hospitals by medics. @ pronounced dead days later.",No,Auto,Auto,Pending,Pending,202007012209,-75.04102151,40.08714544,,40.08714544428959,-75.04102151254729
